permno,date,ret,retx,prc,vol,shrout,mktcap,conm,tic,gvkey,datadate,atq,ltq,ceqq,saleq,niq,mkvaltq,prccq,cshtrq,ps,pb,pe,ev,ev_sales,ps_z,pb_z,ev_sales_z,pe_z,bubble_index,bubble_type
93436,2010-07-29,-0.017857,-0.017857,20.35,627383.0,93198.0,1896579.3,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,66769.2061256821,-6122.441449439109,-49240.057636887606,1897027.599,66784.98852314733,1.147196504939858,-1.081282265734387,1.147612051687687,-0.2884866327459916,0.23125991453679162,ev
93436,2010-07-30,-0.020147,-0.020147,19.94,434822.0,93198.0,1858368.12,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,65423.97887695828,-5999.09004922928,-48247.997507594046,1858816.419,65439.761274423516,1.0930713970217614,-1.075783771684203,1.093490838210376,-0.2877793178000706,0.20574978643696598,ev
93436,2010-08-02,0.049147,0.049147,20.92,731213.0,93198.0,1949702.1600000001,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,68639.4001056152,-6293.929981438141,-50619.263182490846,1950150.459,68655.18250308045,1.2224436061918453,-1.0889265135602526,1.2228537387171197,-0.2894699730366623,0.2667252145780125,ev
93436,2010-08-03,0.049235,0.049235,21.95,1249962.0,93198.0,2045696.0999999999,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,72018.87343777504,-6603.812767331127,-53111.511799984415,2046144.3989999997,72034.65583524026,1.3584164382787705,-1.1027398034912028,1.3588167872089003,-0.29124688619348826,0.3308116339507449,ev
93436,2010-08-04,-0.031435,-0.031435,21.26,932114.0,93198.0,1981389.4800000002,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,69754.95440943497,-6396.221386490196,-51441.947192148924,1981837.779,69770.7368069002,1.267327842026365,-1.093486240333576,1.2677347450153775,-0.2900565268942553,0.28787995495347773,ev
93436,2010-08-05,-0.0381,-0.0381,20.45,808496.0,93198.0,1905899.0999999999,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,67097.3103326879,-6152.52715680736,-49482.02352208115,1906347.3989999997,67113.09273015313,1.16039775077354,-1.0826233618441878,1.1608123476577625,-0.28865914858646013,0.23748189700016362,ev
93436,2010-08-06,-0.042054,-0.042054,19.59,751942.0,93198.0,1825748.82,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,64275.61415243795,-5893.790073440401,-47401.11690941662,1826197.119,64291.396549903184,1.0468670366038741,-1.0710899352998995,1.0472898023151105,-0.28717551235843075,0.1839728478151636,ev
93436,2010-08-09,0.00051,0.00051,19.6,819983.0,93198.0,1826680.8,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,64308.42457313853,-5896.798644177226,-47425.313497935975,1827129.099,64324.206970603766,1.0481871611872424,-1.0712240449108796,1.0486098319121182,-0.28719276394247756,0.18459504606150084,ev
93436,2010-08-10,-0.029082,-0.029082,19.03,1292609.0,93198.0,1773557.9400000002,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,62438.23059320542,-5725.310112178195,-46046.107952332735,1774006.239,62454.01299067066,0.9729400599352548,-1.063579797085014,0.9733681448826859,-0.28620942365180696,0.1491297460202799,ev
93436,2010-08-11,-0.05938,-0.05938,17.9,811366.0,93198.0,1668244.2,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,58730.65305403978,-5385.341618916956,-43311.893449645606,1668692.4989999998,58746.43545150501,0.8237659820146475,-1.0484254110442628,0.8242048004208282,-0.28425999465451246,0.07882134418417511,ev
93436,2010-08-12,-0.01676,-0.01676,17.6,700764.0,93198.0,1640284.8,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,57746.34043302236,-5295.084496812203,-42585.995794064955,1640733.099,57762.122830487584,0.7841622445136014,-1.0444021227148599,0.7846039125106008,-0.2837424471331068,0.060155396794058874,ev
93436,2010-08-13,0.040909,0.040909,18.32,642546.0,93198.0,1707387.36,TESLA INC,TSLA,184996,2010-06-30,147.974,138.524,-309.775,28.405,-38.517,2220.9083,23.83,35916360.0,60108.69072346418,-5511.701589863612,-44328.15016745852,1707835.659,60124.47312092941,0.8792112145161121,-1.054058014705427,0.8796460434951472,-0.2849845611844803,0.10495367053033798,ev
